Total Designs Scored, Generation #, Lineage 1 Score, Lineage 2 Score, Lineage 3 Score, Lineage 4 Score, Lineage 5 Score, Lineage 6 Score, Lineage 7 Score, Lineage 8 Score,
176584, 8830, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176608, 8831, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176624, 8832, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176648, 8833, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176664, 8834, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176688, 8835, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176704, 8836, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176728, 8837, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176744, 8838, 5800, 5800, 5600, 5800, 5600, 31400, 5800, 5600, 
176768, 8839, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176784, 8840, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176808, 8841, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176824, 8842, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176848, 8843, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176864, 8844, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176888, 8845, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176904, 8846, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176928, 8847, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176944, 8848, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176968, 8849, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
176984, 8850, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177008, 8851, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177024, 8852, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177048, 8853, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177064, 8854, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177088, 8855, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177104, 8856, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177128, 8857, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177144, 8858, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177168, 8859, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177184, 8860, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177208, 8861, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177224, 8862, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177248, 8863, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177264, 8864, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177288, 8865, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177304, 8866, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177328, 8867, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177344, 8868, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177368, 8869, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177384, 8870, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177408, 8871, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177424, 8872, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177448, 8873, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177464, 8874, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177488, 8875, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177504, 8876, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177528, 8877, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177544, 8878, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177568, 8879, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177584, 8880, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177608, 8881, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177624, 8882, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177648, 8883, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177664, 8884, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177688, 8885, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177704, 8886, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177728, 8887, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177744, 8888, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177768, 8889, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177784, 8890, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177808, 8891, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177824, 8892, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177848, 8893, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177864, 8894, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177888, 8895, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177904, 8896, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177928, 8897, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177944, 8898, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177968, 8899, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
177984, 8900, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178008, 8901, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178024, 8902, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178048, 8903, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178064, 8904, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178088, 8905, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178104, 8906, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178128, 8907, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178144, 8908, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178168, 8909, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178184, 8910, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178208, 8911, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178224, 8912, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178248, 8913, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178264, 8914, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178288, 8915, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178304, 8916, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178328, 8917, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178344, 8918, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178368, 8919, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178384, 8920, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178408, 8921, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178424, 8922, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178448, 8923, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178464, 8924, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178488, 8925, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178504, 8926, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178528, 8927, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178544, 8928, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178568, 8929, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178584, 8930, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178608, 8931, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178624, 8932, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178648, 8933, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178664, 8934, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178688, 8935, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178704, 8936, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178728, 8937, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178744, 8938, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178768, 8939, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178784, 8940, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178808, 8941, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178824, 8942, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178848, 8943, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178864, 8944, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178888, 8945, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178904, 8946, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178928, 8947, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178944, 8948, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178968, 8949, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
178984, 8950, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179008, 8951, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179024, 8952, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179048, 8953, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179064, 8954, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179088, 8955, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179104, 8956, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 6400, 
179128, 8957, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179144, 8958, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179168, 8959, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179184, 8960, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179208, 8961, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179224, 8962, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179248, 8963, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179264, 8964, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179288, 8965, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179304, 8966, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179328, 8967, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179344, 8968, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179368, 8969, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179384, 8970, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179408, 8971, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179424, 8972, 5800, 5800, 5600, 5800, 5600, 9400, 5800, 5600, 
179448, 8973, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179464, 8974, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179488, 8975, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179504, 8976, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179528, 8977, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179544, 8978, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179568, 8979, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179584, 8980, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179608, 8981, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179624, 8982, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179648, 8983, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179664, 8984, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179688, 8985, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179704, 8986, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179728, 8987, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179744, 8988, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179768, 8989, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179784, 8990, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179808, 8991, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179824, 8992, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179848, 8993, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179864, 8994, 9800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179888, 8995, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179904, 8996, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179928, 8997, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179944, 8998, 5800, 5800, 5600, 7800, 5600, 5800, 5800, 5600, 
179968, 8999, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
179984, 9000, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180008, 9001, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180024, 9002, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180048, 9003, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180064, 9004, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180088, 9005, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180104, 9006, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180128, 9007, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180144, 9008, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180168, 9009, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180184, 9010, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180208, 9011, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180224, 9012, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180248, 9013, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180264, 9014, 7800, 5800, 5600, 5800, 8200, 5800, 5800, 5600, 
180288, 9015, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180304, 9016, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180328, 9017, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180344, 9018, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180368, 9019, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180384, 9020, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180408, 9021, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180424, 9022, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180448, 9023, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180464, 9024, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180488, 9025, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180504, 9026, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180528, 9027, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180544, 9028, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180568, 9029, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180584, 9030, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180608, 9031, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180624, 9032, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180648, 9033, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180664, 9034, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180688, 9035, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180704, 9036, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180728, 9037, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180744, 9038, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180768, 9039, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180784, 9040, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180808, 9041, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180824, 9042, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180848, 9043, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180864, 9044, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180888, 9045, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180904, 9046, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180928, 9047, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180944, 9048, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180968, 9049, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
180984, 9050, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181008, 9051, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181024, 9052, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181048, 9053, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181064, 9054, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181088, 9055, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181104, 9056, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181128, 9057, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181144, 9058, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181168, 9059, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181184, 9060, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181208, 9061, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181224, 9062, 5800, 5800, 9600, 5800, 5600, 5800, 5800, 5600, 
181248, 9063, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181264, 9064, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181288, 9065, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181304, 9066, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181328, 9067, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181344, 9068, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181368, 9069, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181384, 9070, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181408, 9071, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181424, 9072, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181448, 9073, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181464, 9074, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181488, 9075, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181504, 9076, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181528, 9077, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181544, 9078, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181568, 9079, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181584, 9080, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181608, 9081, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181624, 9082, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181648, 9083, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181664, 9084, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181688, 9085, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181704, 9086, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181728, 9087, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181744, 9088, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 10600, 
181768, 9089, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181784, 9090, 5800, 5800, 5600, 30200, 5600, 5800, 5800, 5600, 
181808, 9091, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181824, 9092, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181848, 9093, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181864, 9094, 5800, 5800, 5600, 8400, 5600, 5800, 5800, 5600, 
181888, 9095, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181904, 9096, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181928, 9097, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181944, 9098, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181968, 9099, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
181984, 9100, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182008, 9101, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182024, 9102, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182048, 9103, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182064, 9104, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182088, 9105, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182104, 9106, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182128, 9107, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182144, 9108, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182168, 9109, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182184, 9110, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182208, 9111, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182224, 9112, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182248, 9113, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182264, 9114, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182288, 9115, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182304, 9116, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182328, 9117, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182344, 9118, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182368, 9119, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182384, 9120, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182408, 9121, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182424, 9122, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182448, 9123, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182464, 9124, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182488, 9125, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182504, 9126, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182528, 9127, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182544, 9128, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182568, 9129, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182584, 9130, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182608, 9131, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182624, 9132, 37400, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182648, 9133, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182664, 9134, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182688, 9135, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182704, 9136, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182728, 9137, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182744, 9138, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182768, 9139, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182784, 9140, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182808, 9141, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182824, 9142, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182848, 9143, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182864, 9144, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182888, 9145, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182904, 9146, 5800, 7800, 5600, 5800, 5600, 5800, 5800, 5600, 
182928, 9147, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182944, 9148, 5800, 5800, 5600, 5800, 9600, 5800, 5800, 5600, 
182968, 9149, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
182984, 9150, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183008, 9151, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183024, 9152, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183048, 9153, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183064, 9154, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183088, 9155, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183104, 9156, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183128, 9157, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183144, 9158, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183168, 9159, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183184, 9160, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183208, 9161, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183224, 9162, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183248, 9163, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183264, 9164, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183288, 9165, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183304, 9166, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183328, 9167, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
183344, 9168, 5800, 5800, 5600, 5800, 5600, 5800, 5800, 5600, 
