Total Designs Scored, Generation #, Lineage 1 Score, Lineage 2 Score, Lineage 3 Score, Lineage 4 Score, Lineage 5 Score, Lineage 6 Score, Lineage 7 Score, Lineage 8 Score,
888, 45, 6400, 8400, 6400, 7400, 7800, 6200, 6000, 6400, 
904, 46, 6400, 8400, 6400, 7400, 7800, 6200, 6000, 6400, 
928, 47, 6400, 8400, 6400, 7400, 7800, 6200, 6000, 6400, 
944, 48, 32400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
968, 49, 6400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
984, 50, 6400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
1008, 51, 6400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
1024, 52, 6400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
1048, 53, 6400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
1064, 54, 6400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
1088, 55, 6400, 6400, 6400, 7400, 7800, 6200, 6000, 6400, 
1104, 56, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1128, 57, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1144, 58, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1168, 59, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1184, 60, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1208, 61, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1224, 62, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1248, 63, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1264, 64, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 10400, 
1288, 65, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1304, 66, 6400, 6200, 7200, 7400, 7800, 6200, 6000, 6400, 
1328, 67, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1344, 68, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1368, 69, 6400, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1384, 70, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1408, 71, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1424, 72, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1448, 73, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1464, 74, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1488, 75, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1504, 76, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1528, 77, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1544, 78, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1568, 79, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1584, 80, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1608, 81, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1624, 82, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1648, 83, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1664, 84, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1688, 85, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1704, 86, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1728, 87, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1744, 88, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1768, 89, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1784, 90, 6200, 8200, 37600, 7400, 7800, 6200, 6000, 6400, 
1808, 91, 6200, 6200, 6400, 7400, 7800, 6200, 6000, 6400, 
1824, 92, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6400, 
1848, 93, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
1864, 94, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
1888, 95, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
1904, 96, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
1928, 97, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
1944, 98, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
1968, 99, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
1984, 100, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2008, 101, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2024, 102, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2048, 103, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2064, 104, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2088, 105, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2104, 106, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2128, 107, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2144, 108, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2168, 109, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2184, 110, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2208, 111, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2224, 112, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2248, 113, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2264, 114, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2288, 115, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2304, 116, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2328, 117, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2344, 118, 6200, 10400, 6400, 7400, 5800, 6200, 6000, 6200, 
2368, 119, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2384, 120, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2408, 121, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2424, 122, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2448, 123, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2464, 124, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2488, 125, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2504, 126, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2528, 127, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2544, 128, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2568, 129, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2584, 130, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2608, 131, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2624, 132, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2648, 133, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2664, 134, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2688, 135, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2704, 136, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2728, 137, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2744, 138, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2768, 139, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2784, 140, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2808, 141, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2824, 142, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2848, 143, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2864, 144, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2888, 145, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2904, 146, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2928, 147, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2944, 148, 6200, 6200, 6400, 9400, 5800, 6200, 6000, 6200, 
2968, 149, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 6200, 
2984, 150, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 5600, 
3008, 151, 6200, 6200, 6400, 7400, 5800, 6200, 6000, 5600, 
3024, 152, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3048, 153, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3064, 154, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3088, 155, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3104, 156, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3128, 157, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3144, 158, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3168, 159, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3184, 160, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3208, 161, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3224, 162, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3248, 163, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3264, 164, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3288, 165, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3304, 166, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3328, 167, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3344, 168, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3368, 169, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3384, 170, 8200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3408, 171, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3424, 172, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3448, 173, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3464, 174, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3488, 175, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3504, 176, 6200, 8200, 6400, 6400, 5800, 32200, 6000, 5600, 
3528, 177, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3544, 178, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3568, 179, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3584, 180, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3608, 181, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3624, 182, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3648, 183, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3664, 184, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3688, 185, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3704, 186, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3728, 187, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3744, 188, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3768, 189, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3784, 190, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3808, 191, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3824, 192, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3848, 193, 6200, 6200, 6400, 6400, 5800, 6200, 6000, 5600, 
3864, 194, 6200, 6200, 6400, 6400, 5800, 6800, 6000, 5600, 
3888, 195, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
3904, 196, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
3928, 197, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
3944, 198, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
3968, 199, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
3984, 200, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4008, 201, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4024, 202, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4048, 203, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4064, 204, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4088, 205, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4104, 206, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4128, 207, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4144, 208, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4168, 209, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4184, 210, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4208, 211, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4224, 212, 6200, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4248, 213, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4264, 214, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4288, 215, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4304, 216, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4328, 217, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4344, 218, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4368, 219, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4384, 220, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4408, 221, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4424, 222, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4448, 223, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4464, 224, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4488, 225, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4504, 226, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4528, 227, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4544, 228, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4568, 229, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4584, 230, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4608, 231, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4624, 232, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4648, 233, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4664, 234, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4688, 235, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4704, 236, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4728, 237, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4744, 238, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4768, 239, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4784, 240, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4808, 241, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4824, 242, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4848, 243, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4864, 244, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4888, 245, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4904, 246, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4928, 247, 6000, 6200, 6400, 6400, 5800, 6000, 6000, 5600, 
4944, 248, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
4968, 249, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
4984, 250, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5008, 251, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5024, 252, 6000, 6200, 5600, 6400, 5800, 30000, 6000, 5600, 
5048, 253, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5064, 254, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5088, 255, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5104, 256, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5128, 257, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5144, 258, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5168, 259, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5184, 260, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5208, 261, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5224, 262, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5248, 263, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5264, 264, 33200, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5288, 265, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5304, 266, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5328, 267, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5344, 268, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5368, 269, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5384, 270, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5408, 271, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5424, 272, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5448, 273, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5464, 274, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5488, 275, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5504, 276, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5528, 277, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5544, 278, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5568, 279, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5584, 280, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5608, 281, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5624, 282, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5648, 283, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5664, 284, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5688, 285, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5704, 286, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5728, 287, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5744, 288, 6000, 6200, 5600, 6400, 254400, 6000, 6000, 5600, 
5768, 289, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5784, 290, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5808, 291, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5824, 292, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5848, 293, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5864, 294, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5888, 295, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5904, 296, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5928, 297, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5944, 298, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5968, 299, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
5984, 300, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6008, 301, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6024, 302, 6000, 6200, 54200, 6400, 5800, 6000, 6000, 5600, 
6048, 303, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6064, 304, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6088, 305, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6104, 306, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6128, 307, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6144, 308, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6168, 309, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6184, 310, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6208, 311, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6224, 312, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6248, 313, 6000, 6200, 5600, 6400, 5800, 6000, 6000, 5600, 
6264, 314, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6288, 315, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6304, 316, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6328, 317, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6344, 318, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6368, 319, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6384, 320, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6408, 321, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6424, 322, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6448, 323, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6464, 324, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6488, 325, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6504, 326, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6528, 327, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6544, 328, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6568, 329, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6584, 330, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6608, 331, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6624, 332, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6648, 333, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6664, 334, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6688, 335, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6704, 336, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6728, 337, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6744, 338, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6768, 339, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6784, 340, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6808, 341, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6824, 342, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6848, 343, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6864, 344, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
6888, 345, 6000, 6200, 5600, 6400, 5800, 6000, 5800, 5600, 
